ID,prompt,URL firefly,URL midjourney,URL Dall.e 2,URL Glide,URL Stable Diffusion 1.*,URL Stable Diffusion 2.1,URL Stable Diffusion XL,URL Dall.e 3,N categories,N aes,cat 1,cat 2,cat 3,Aesthetic 1,Aesthetic 2,Aesthetic 3,"Scale (SD, Glide)",Temp (glide),md ver,md chaos,md raw,md stylize,md ar,,sd 1.x model,ff style 1,ff style 2,ff style 3,ff style 4,ff color,ff lighting,ff composition,ff aspectRatio,ff modelVersion,ff prompt text,ff command,sdxl res index,sd2 resolution,sdxl W,sdxl H,sd2/sdxl steps,sd2/sdxl sampler,sd2/sdxl guider,sd2/sdxl guider vanilla scale,sdxl use refiner,sdxl refiner steps,sdxl refiner sampler,sdxl refiner guider,sdxl refiner vanilla scale,sdxl refiner finish denoising
0510,"An edgy photo of people in traditional dress standing among rock formations, mushrooms growing in the crevices, shot in bright daylight, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/510.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/510.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/510.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/510.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/510.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/510.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/510.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/510.png,3,1,"<Photos of mushrooms or fungi (in caves, forests, or other natural habitats, or grown, etc)> ",<People in costume or traditional dress> ,<Rock formations> ,<Edgy> ,,,7.540826517,1,5,58,FALSE,83,478:625,#REF!,1-3,,,,,,,narrow_dof,widescreen,2,An+edgy+photo+of+people+in+traditional+dress+standing+among+rock+formations%2C+mushrooms+growing+in+the+crevices%2C+shot+in+bright+daylight%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+edgy+photo+of+people+in+traditional+dress+standing+among+rock+formations%2C+mushrooms+growing+in+the+crevices%2C+shot+in+bright+daylight%2C+cool+tones.&modelVersion=v2&aspectRatio=widescreen&style=narrow_dof,2,768,704,1344,35,EulerEDMSampler,VanillaCFG,3.906679983,TRUE,44,DPMPP2MSampler,VanillaCFG,3.915796831,TRUE
0511,"A mid-century modern photo of a bridge with clean lines and geometric design, shot in bright daylight, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/511.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/511.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/511.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/511.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/511.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/511.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/511.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/511.png,1,1,<Photos of bridges or tunnels> ,,,<Mid-century modern> ,,,4.011828157,0.996,5.2,0,TRUE,89,16263:10000,#REF!,1-1,,,,,,,,widescreen,1,A+mid-century+modern+photo+of+a+bridge+with+clean+lines+and+geometric+design%2C+shot+in+bright+daylight%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+mid-century+modern+photo+of+a+bridge+with+clean+lines+and+geometric+design%2C+shot+in+bright+daylight%2C+cool+tones.&modelVersion=v1&aspectRatio=widescreen,19,512,1344,768,44,LinearMultistepSampler,IdentityGuider,,FALSE,,,,,
0512,"A vibrant photo of a birthday party, the colorful decorations and excited guests captured in detail, shot in bright daylight, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/512.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/512.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/512.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/512.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/512.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/512.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/512.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/512.png,1,0,<Birthday party photos> ,,,,,,6.098296808,0.999,5,51,FALSE,108,10000:10839,#REF!,1-3,,,,,,,wide_angle,square,1,A+vibrant+photo+of+a+birthday+party%2C+the+colorful+decorations+and+excited+guests+captured+in+detail%2C+shot+in+bright+daylight%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+vibrant+photo+of+a+birthday+party%2C+the+colorful+decorations+and+excited+guests+captured+in+detail%2C+shot+in+bright+daylight%2C+warm+tones.&modelVersion=v1&aspectRatio=square&style=wide_angle,22,512,1472,704,50,DPMPP2MSampler,VanillaCFG,8.376879226,FALSE,,,,,
0513,"An industrial, flowercore photo of a deer standing in a field of flowers, shot in bright daylight, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/513.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/513.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/513.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/513.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/513.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/513.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/513.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/513.png,1,2,<Wildlife photography> ,,,<Industrial> ,<flowercore> ,,7.148916369,0.996,5.2,51,FALSE,44,5000:6483,#REF!,1-3,bokeh,,,,,,,landscape,1,An+industrial%2C+flowercore+photo+of+a+deer+standing+in+a+field+of+flowers%2C+shot+in+bright+daylight%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+industrial%2C+flowercore+photo+of+a+deer+standing+in+a+field+of+flowers%2C+shot+in+bright+daylight%2C+warm+tones.&modelVersion=v1&aspectRatio=landscape&style=bokeh,3,512,768,1344,37,DPMPP2SAncestralSampler,VanillaCFG,0.5,TRUE,40,HeunEDMSampler,VanillaCFG,0.6076924417,FALSE
0514,"A tranquil photo of lanterns or candles casting a warm glow, shot in low light, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/514.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/514.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/514.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/514.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/514.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/514.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/514.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/514.png,1,0,<Photos of lanterns or candles> ,,,,,,7.22015635,0.996,5.1,0,TRUE,58,1250:1223,#REF!,1-3,minimalism,,,,,,,square,2,A+tranquil+photo+of+lanterns+or+candles+casting+a+warm+glow%2C+shot+in+low+light%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+tranquil+photo+of+lanterns+or+candles+casting+a+warm+glow%2C+shot+in+low+light%2C+warm+tones.&modelVersion=v2&aspectRatio=square&style=minimalism,11,768,1024,1024,38,DPMPP2SAncestralSampler,VanillaCFG,1.343196645,FALSE,,,,,
0515,"A candid photo of a child studying, their concentration and the quiet setting creating a peaceful scene, shot in bright daylight, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/515.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/515.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/515.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/515.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/515.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/515.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/515.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/515.png,1,0,<Children studying or reading> ,,,,,,4.832024718,0.995,5.1,82,TRUE,111,5000:2907,#REF!,1-3,,,,,,,,portrait,2,A+candid+photo+of+a+child+studying%2C+their+concentration+and+the+quiet+setting+creating+a+peaceful+scene%2C+shot+in+bright+daylight%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+candid+photo+of+a+child+studying%2C+their+concentration+and+the+quiet+setting+creating+a+peaceful+scene%2C+shot+in+bright+daylight%2C+cool+tones.&modelVersion=v2&aspectRatio=portrait,21,512,1408,704,47,DPMPP2SAncestralSampler,VanillaCFG,1.86171555,TRUE,34,EulerAncestralSampler,VanillaCFG,9.225860936,TRUE
0516,"A dynamic photo taken from a moving vehicle of a river, the blurred motion adding energy, shot in bright daylight, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/516.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/516.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/516.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/516.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/516.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/516.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/516.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/516.png,2,0,"<Photos taken from moving cars, trains, buses or airplanes> ",<Lakes and rivers> ,,,,,6.615017983,0.999,5,17,FALSE,16,2203:1250,#REF!,1-2,,,,,,,,widescreen,1,A+dynamic+photo+taken+from+a+moving+vehicle+of+a+river%2C+the+blurred+motion+adding+energy%2C+shot+in+bright+daylight%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+dynamic+photo+taken+from+a+moving+vehicle+of+a+river%2C+the+blurred+motion+adding+energy%2C+shot+in+bright+daylight%2C+cool+tones.&modelVersion=v1&aspectRatio=widescreen,21,768,1408,704,38,DPMPP2MSampler,VanillaCFG,4.964269829,FALSE,,,,,
0517,"A picturesque photo of a snowy landscape with Christmas decorations, shot in bright daylight, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/517.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/517.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/517.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/517.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/517.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/517.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/517.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/517.png,1,0,"<Winter wonderland scenes, snow or ice landscapes, Christmas street scenes> ",,,,,,7.895185635,0.995,5,0,FALSE,100,7509:10000,#REF!,1-2,isometric,kitschy,fisheye,,,low_lighting,blurry_background,landscape,1,A+picturesque+photo+of+a+snowy+landscape+with+Christmas+decorations%2C+shot+in+bright+daylight%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+picturesque+photo+of+a+snowy+landscape+with+Christmas+decorations%2C+shot+in+bright+daylight%2C+cool+tones.&modelVersion=v1&aspectRatio=landscape&style=isometric&style=kitschy&style=fisheye&style=low_lighting&style=blurry_background,14,768,1088,896,50,LinearMultistepSampler,VanillaCFG,4.327003872,TRUE,37,EulerEDMSampler,VanillaCFG,3.952744019,TRUE
0518,"A documentary-style photo of a forest, the trees and undergrowth captured in detail, shot in bright daylight, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/518.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/518.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/518.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/518.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/518.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/518.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/518.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/518.png,1,1,<Forests> ,,,<documentary> ,,,5.040229109,0.998,5,0,FALSE,62,1250:2297,#REF!,1-1,psychedelic,made_of_metal,,,,backlighting,,square,1,A+documentary-style+photo+of+a+forest%2C+the+trees+and+undergrowth+captured+in+detail%2C+shot+in+bright+daylight%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+documentary-style+photo+of+a+forest%2C+the+trees+and+undergrowth+captured+in+detail%2C+shot+in+bright+daylight%2C+cool+tones.&modelVersion=v1&aspectRatio=square&style=psychedelic&style=made_of_metal&style=backlighting,7,512,896,1152,48,EulerEDMSampler,VanillaCFG,7.198733234,TRUE,41,DPMPP2MSampler,VanillaCFG,5.699152058,TRUE
0519,"A Scandinavian aesthetics, hygge, minimalist, rustic, contemporary photo of a meal following a martial arts performance, the simplicity and warmth",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/519.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/519.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/519.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/519.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/519.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/519.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/519.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/519.png,2,1,"<Photos of different types and cultures of meals (breakfast, lunch, dinner, Chinese dinner, Japanese lunch, African food, etc)> ",<Photos of martial arts or dance performances> ,,"<Scandinavian aesthetics, hygge, minimalist, rustic, contemporary, and other variations> ",,,7.793378168,0.996,5.1,0,TRUE,190,25:49,#REF!,1-4,,,,,,,,widescreen,2,A+Scandinavian+aesthetics%2C+hygge%2C+minimalist%2C+rustic%2C+contemporary+photo+of+a+meal+following+a+martial+arts+performance%2C+the+simplicity+and+warmth,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+Scandinavian+aesthetics%2C+hygge%2C+minimalist%2C+rustic%2C+contemporary+photo+of+a+meal+following+a+martial+arts+performance%2C+the+simplicity+and+warmth&modelVersion=v2&aspectRatio=widescreen,8,768,896,1088,39,DPMPP2MSampler,VanillaCFG,6.263302309,TRUE,39,LinearMultistepSampler,VanillaCFG,7.851668514,TRUE
0520,"A family gathers around a Japanese hot pot, everyone sharing, engaged in conversation, warm Scandinavian aesthetics, minimalist dining room, natural light from window, shot from above, soft focus, vibrant colours.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/520.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/520.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/520.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/520.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/520.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/520.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/520.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/520.png,1,2,"<Macro of machinery, tech items or food ingredients> ",,,<bloomcore> ,<Modern farmhouse> ,,6.247465682,0.997,5,80,FALSE,100,2500:1993,#REF!,1-1,claymation,antique_photo,made_of_metal,,vibrant_colors,,,square,1,A+family+gathers+around+a+Japanese+hot+pot%2C+everyone+sharing%2C+engaged+in+conversation%2C+warm+Scandinavian+aesthetics%2C+minimalist+dining+room%2C+natural+light+from+window%2C+shot+from+above%2C+soft+focus%2C+vibrant+colours.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+family+gathers+around+a+Japanese+hot+pot%2C+everyone+sharing%2C+engaged+in+conversation%2C+warm+Scandinavian+aesthetics%2C+minimalist+dining+room%2C+natural+light+from+window%2C+shot+from+above%2C+soft+focus%2C+vibrant+colours.&modelVersion=v1&aspectRatio=square&style=claymation&style=antique_photo&style=made_of_metal&style=vibrant_colors,22,768,1472,704,40,EulerEDMSampler,VanillaCFG,9.210463258,FALSE,,,,,
0521,"A macro shot of cogs in an antique pocket watch, intricate details visible, paired with fresh apple blossoms, rustic wooden table backdrop, bloomcore, shot in natural light, soft focus, metallic colours highlighted.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/521.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/521.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/521.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/521.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/521.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/521.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/521.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/521.png,1,2,"<Photos of neon signs or lights, light play photography> ",,,<Classic> ,<High-fashion> ,,7.149349614,0.997,5.2,100,FALSE,113,5000:8429,#REF!,1-4,wood_carving,,,,cool_colors,,,widescreen,1,A+macro+shot+of+cogs+in+an+antique+pocket+watch%2C+intricate+details+visible%2C+paired+with+fresh+apple+blossoms%2C+rustic+wooden+table+backdrop%2C+bloomcore%2C+shot+in+natural+light%2C+soft+focus%2C+metallic+colours+highlighted.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+macro+shot+of+cogs+in+an+antique+pocket+watch%2C+intricate+details+visible%2C+paired+with+fresh+apple+blossoms%2C+rustic+wooden+table+backdrop%2C+bloomcore%2C+shot+in+natural+light%2C+soft+focus%2C+metallic+colours+highlighted.&modelVersion=v1&aspectRatio=widescreen&style=wood_carving&style=cool_colors,12,512,1024,960,42,EulerAncestralSampler,VanillaCFG,4.857839742,TRUE,37,LinearMultistepSampler,IdentityGuider,,FALSE
0522,"A woman in a bold red gown, stands under neon sign, glowing ""LOVE"", classic Hollywood glamour, high-fashion vibes, shot at night, colours reflect off her shiny dress.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/522.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/522.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/522.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/522.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/522.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/522.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/522.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/522.png,2,0,<Selfies> ,"<Photos of temples, shrines, churches, cathedrals or other religious buildings> ",,,,,2.760019987,0.995,5.1,94,FALSE,59,2000:1109,#REF!,1-4,dark,bokeh,beautiful,,bw,,,widescreen,2,"A+woman+in+a+bold+red+gown%2C+stands+under+neon+sign%2C+glowing+""LOVE""%2C+classic+Hollywood+glamour%2C+high-fashion+vibes%2C+shot+at+night%2C+colours+reflect+off+her+shiny+dress.","https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+woman+in+a+bold+red+gown%2C+stands+under+neon+sign%2C+glowing+""LOVE""%2C+classic+Hollywood+glamour%2C+high-fashion+vibes%2C+shot+at+night%2C+colours+reflect+off+her+shiny+dress.&modelVersion=v2&aspectRatio=widescreen&style=dark&style=bokeh&style=beautiful&style=bw",13,768,1088,960,46,LinearMultistepSampler,VanillaCFG,6.392437692,TRUE,41,EulerEDMSampler,IdentityGuider,,TRUE
0523,"A young woman, taking a selfie, illuminated stained glass of a mosque in the background, vibrant colours, shot from below, soft focus on face.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/523.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/523.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/523.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/523.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/523.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/523.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/523.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/523.png,2,1,<Abstract photography> ,"<Photos of different types of rooms (kitchens, bedrooms, studios, etc.)> ",,<Exotic> ,,,8.622691454,0.998,5.1,32,TRUE,100,571:400,#REF!,1-3,,,,,,,,landscape,2,A+young+woman%2C+taking+a+selfie%2C+illuminated+stained+glass+of+a+mosque+in+the+background%2C+vibrant+colours%2C+shot+from+below%2C+soft+focus+on+face.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+young+woman%2C+taking+a+selfie%2C+illuminated+stained+glass+of+a+mosque+in+the+background%2C+vibrant+colours%2C+shot+from+below%2C+soft+focus+on+face.&modelVersion=v2&aspectRatio=landscape,3,512,768,1344,41,LinearMultistepSampler,VanillaCFG,4.254470377,TRUE,49,LinearMultistepSampler,VanillaCFG,6.166721932,TRUE
0524,"Cubist photography, a modern kitchen, vibrant colours, repeating patterns of exotic fruit on a bowl, shot from a low angle, soft focus on fruit.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/524.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/524.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/524.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/524.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/524.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/524.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/524.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/524.png,1,1,<Industrial sites> ,,,<Modern farmhouse> ,,,3.695132006,0.999,5.2,76,FALSE,100,10000:19849,#REF!,1-4,,,,,,,,widescreen,2,Cubist+photography%2C+a+modern+kitchen%2C+vibrant+colours%2C+repeating+patterns+of+exotic+fruit+on+a+bowl%2C+shot+from+a+low+angle%2C+soft+focus+on+fruit.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=Cubist+photography%2C+a+modern+kitchen%2C+vibrant+colours%2C+repeating+patterns+of+exotic+fruit+on+a+bowl%2C+shot+from+a+low+angle%2C+soft+focus+on+fruit.&modelVersion=v2&aspectRatio=widescreen,18,512,1280,768,37,LinearMultistepSampler,VanillaCFG,3.556983152,TRUE,35,HeunEDMSampler,IdentityGuider,,TRUE
